,Unnamed: 0,Translated Spans
5969,,Brigitte Bardot in Contempt
5970,,Eddie Constantine in Alphaville
5971,,"Jean-Paul Belmondo (whom, it is true, he had cast in O Acossado but in the meantime had become a star of the first magnitude) in Pedro, O Louco"
5972,,Marina Vlady in Two or Three Things I Know About Her
5973,,Mireille Darc and Jean Yanne in Weekend
5974,,Jane Fonda e Yves Montand em All is well
5975,,Isabelle Huppert and Jacques Dutronc in Save who can (life)
5976,,"Isabelle Huppert, Hanna Schygulla, Michel Piccolli and Jerzy Radziwilowicz (the latter famous for Wajda's Iron Man) in Passion"
5977,,Johnny Halyday and Nathalie Baye (a couple at the time ultra-musical) in Detective
5978,,Alain Delon in New Wave
5979,,Gérard Dépardieu em Alas for me
5980,,"for King Lear (which resulted in a monumental, ridiculous disaster) Godard wanted Marlon Brando and Woody Allen"
5981,,"Jean-Luc Godard, JLG, is one of the most important authors of cinematographic art and the most important thing alive is undoubtedly"
5982,,The vector point of this narrative is to present the nouvelle vague and in particular JLG as the standard of reference for all modern cinema.
5983,,"The Image Book is in the singular, in fact doubly, “book” and “image”"
5984,,it's even more artisanal
5985,,image has a broader scope than cinema
5986,,Godard has long been interested in lighter technologies
5987,,"Number Two, from 1975, was one of the first films, if not the first, to use the new Aaton cameras."
5988,,These same critics/directors also understood to include the so-called “Rive Gauche” group in the movement.
5989,,and therefore the economy
5990,,"With reserves, countries can realign the exchange rate to counterbalance these effects."
5991,,counterbalancing these effects
5992,,buying your currency when others are selling it (decreasing the monetary authority's foreign currency reserves)
5993,,selling it when others are buying it (accumulating foreign currency reserves)
5994,,stimulate the economy in the short term
5995,,increased competitiveness of exports in international markets
5996,,less competitiveness of imports in the domestic market
5997,,exchange rate decrease (through the sale/issuance of the country's currency and/or purchase of foreign currency reserve assets)
5998,,"As developing countries are the countries that accumulate the most reserves, they are also the ones that incur the greatest waste of liquidity"
5999,,they are also the ones that occur with the greatest waste of liquidity
6000,,incur a greater waste of liquidity
6001,,they invest (their reserves) in products with a low rate of return in the currency of other countries (eg T-bills) or simply keep the reserves in a “vault” [5]
6002,,invest (their reserves) in products with a low rate of return in the currency of other countries (eg T-bills)
6003,,invest (their reserves) in products with a low rate of return in the currency of other countries (eg T-bills) or simply keep the reserves in a “safe”
6004,,keep reservations in a “safe”
6005,,Reserves could serve to stimulate global demand through investment or consumption
6006,,end up contracting the world economy
6007,,"If there are countries with a positive Current Account and a huge financial cushion against crises, this implies that there are many others that have spent far beyond their means, accumulating successive trade and/or fiscal deficits [8], putting themselves particularly exposed to crisis financing [9]"
6008,,there are countries with a positive Current Account and a huge financial cushion against crises
6009,,"there are many others who have spent far beyond their means, accumulating successive commercial and/or fiscal deficits"
6010,,putting themselves particularly exposed to funding crises
6011,,the sum of all deficits and surpluses of all countries in the Current Accounts is by definition zero
6012,,do not diversify their booking portfolios
6013,,they incur unnecessary risks
6014,,take unnecessary risks
6015,,more exposed that same country is to its own debt
6016,,Surplus countries tend to see their exchange rates increase
6017,,makes it more difficult for these countries to register a positive balance in the Current Account in the following periods
6018,,"as the currency appreciates, exports from that country become less competitive"
6019,,"as the currency appreciates, exports from that country become less competitive and imports relatively cheaper."
6020,,exports from that country become less competitive and imports relatively cheaper
6021,,relatively cheaper imports
6022,,"To avoid currency appreciation, countries have to sell/issue their own currency and/or buy foreign currency reserves"
6023,,selling one's own currency will increase the supply of the same
6024,,"selling one's own currency will increase its supply, facilitating access to credit"
6025,,"the sale of the currency itself will increase its supply, facilitating access to credit, which may lead to overinvestment"
6026,,facilitating access to credit
6027,,may lead to overinvestment
6028,,lead to overinvestment
6029,,the expectation of further increases in the exchange rate
6030,,lead to increased (short-term) capital inflows
6031,,surplus countries would continue to record a surplus in the Current Account
6032,,a further increase in reserves would be necessary
6033,,"To avoid this vicious cycle, the monetary authority has to sterilize the increase in reserves by selling debt securities domestically to absorb the extra liquidity created by issuing currency."
6034,,interest rates on domestically issued securities are normally higher than the interest rates on assets denominated in foreign currency
6035,,interest rates on domestically issued securities are usually higher than interest rates on assets denominated in foreign currency in order to attract domestic investors
6036,,attract domestic investors
6037,,could constitute large capital losses if the country's currency appreciates in relation to the currency in which its reserves are invested
6038,,constitute large capital losses if the country's currency appreciates against the currency in which its reserves are held
6039,,reserves are a good way to build savings
6040,,It is therefore important for each country to assess all the pros and cons
6041,,"It is important for each country to assess all the pros and cons, although some of them are difficult to measure"
6042,,each country evaluate all the pros and cons
6043,,The Portuguese case is a little different
6044,,Part of this path is already being traveled
6045,,"reserves reaching a record high in March 2017 with €26098.55 million, which contrasts with the record low of €6764.99 million in August 2007"
6046,,"Without reserves, the exchange rate [3] can decrease if investors decide to sell (or increase if they decide to buy) the country's currency"
6047,,the exchange rate [3] may decrease if investors decide to sell (or increase if they decide to buy) the country's currency
6048,,destabilizing the exchange rate
6049,,"destabilizing the exchange rate and, therefore, the economy"
6050,,obvious promises and concessions
6051,,"clear promises and concessions, with regard to the initial and apparently motivating claim of the ""Gilets Jaunes"""
6052,,the end of the protests remains an unknown or maybe not
6053,,"the public will to confront the announced more than 80,000 agents of the security forces on the streets"
6054,,"there will be no support or declarations of sympathy from countries or international organizations for the ""Gilets Jaunes"", nor severe condemnation by those same countries or organizations of the methods used by France in relation to its own citizens"
6055,,"this time, the disqualification and minimization of what happened by the French authorities and the silence regarding sovereignty will be predominant"
6056,,"The mobilization of the huge widespread discontent and the possibility of the protests reaching other countries, as they did in Belgium, is real and certainly leaves the countries of southern Europe uneasy."
6057,,so punished by the belt-tightening imposed by the EU
6058,,The citizen's cry of revolt is real
6059,,The political participation promised by democracy is increasingly an illusion
6060,,"In the absence of the desired participatory democracy, the participatory path of the streets offers faster results – even if transitory and illusory"
6061,,transient and illusory
6062,,violence that will be present
6063,,Voting often boils down to a choice between the least bad
6064,,"true claustrophobia and democratic asphyxia that plunges the citizens of our times either into conformism, revealed in the levels of abstention, or into the non-conformism that the struggle in the streets reveals"
6065,,"It is clear today, in the eyes of Argentines and the world, that President Macri fulfilled one of his basic campaign promises: to transform a country that was outside international markets into a nation connected with the world, in a heard, relevant and credible voice."
6066,,"President Macri fulfilled one of his basic campaign promises: to transform a country that was outside international markets into a nation connected with the world, in a heard, relevant and credible voice"
6067,,"the final statement is not a sterile, minimalistic pronouncement"
6068,,"the final statement is not – contrary to what I saw mentioned – a statement of circumstance, sterile and minimalist"
6069,,I saw referred
6070,,addresses three of the main global challenges
6071,,"addresses three of the main global challenges: climate change, combating terrorism and defending international trade"
6072,,climate change
6073,,the fight against terrorism
6074,,the defense of international trade
6075,,On the eve of the United Nations Climate Change Conference
6076,,"It was important to see the signatories of the Paris Agreement reiterate, in the G20 declaration, that this is an “irreversible” commitment, made up of “common but differentiated responsibilities”"
6077,,The starting point for the work carried out in Buenos Aires was undisguisedly touchy.
6078,,summon the digital industry to fight terrorism
6079,,"without the involvement of technological platforms and the conclusion of international agreements in the area of ​​cybersecurity, the task of States in this field will be increasingly difficult"
6080,,"The degree of openness of nations reflects domestic sensitivities and international upheavals and, at both levels, conditioning factors proliferated."
6081,,"the trade dispute between the United States and China, the military tension in the Kerch Strait, the Khashoggi case, the investiture of the next Brazilian president and even the United Kingdom's departure from the European Union stood out."
6082,,There are countless and indisputable advantages of the scientific enterprise
6083,,I hesitated before rehearsing this prose
6084,,there are some examples of abuse or misuse of science
6085,,there are some examples of abuse or misuse of science and other caricatured aspects of scientific exercise
6086,,other caricatured aspects of scientific exercise
6087,,science has two aspects associated with it that are decisive in this topic
6088,,Science doesn't answer all questions
6089,,answer questions like how? and not the why?
6090,,has a dynamic character
6091,,Scientific truths are intrinsically provisional
6092,,the idea of ​​(pseudo)incompatibility between science and religion is typically treated poorly
6093,,By its very nature
6094,,your own nature
6095,,transcendence is not fully accessible
6096,,"for religious believers, relatable"
6097,,Religion is not to be confused with spirituality
6098,,spirituality is wine
6099,,spirituality is wine and religion is a glass from which it can be drunk
6100,,religion a glass from which it can be drunk
6101,,"Religion can be understood as the cultural projection of a certain spirituality, resulting in a set of personal and community adhesions, including ritualizations."
6102,,the religious phenomenon is vast and complex
6103,,"we can see religion, in the case of Christianity, for example, as a stage for an experience of faith"
6104,,"we can see religion, in the case of Christianity, for example, as a stage for an experience of faith, that is, of trust in a transcendence that, however, is shaped in reality (immanence)"
6105,,Religion doesn't answer all the questions either.
6106,,"Religion also does not answer all questions and, in a certain sense, has its own methodology."
6107,,the superficiality of the argument tends not to deserve much consideration
6108,,has its methodology
6109,,"Questions like how? (how did man evolve?, for example) are not the focus of religion"
6110,,"Questions like how? (how did man evolve?, for example) are not the focus of religion, nor are the sacred books indicated to answer them"
6111,,Religion is not based on the explanatory act
6112,,"Religion is not based on the explanatory act, as science understands and exercises it."
6113,,"Religion is not based on the explanatory act, as science understands and exercises it, but rather looks at the mystery of the meaning of existence."
6114,,How does science understand and practice it?
6115,,looking rather at the mystery of the meaning of existence
6116,,"There is no need to hide the fact that science, in its Europeanist genesis, owes much to the cosmovision supported by the Judeo-Christian tradition, an idea assumed in a consensual way in the History of Science."
6117,,"science, in its Europeanist genesis, owes much to the cosmovision supported by the Judeo-Christian tradition"
6118,,adherence to the theme encourages a clarification essay
6119,,"the scientific community, made up of believers and non-believers, tends to favor the dialogue between science and religion"
6120,,Atkins' position being an exception in decreasing
6121,,the Atkins position an exception in degrowth
6122,,ends up kicking philosophy
6123,,Here I almost feel an institutional duty to apologize to my fellow philosophers for such disregard and impoliteness.
6124,,I almost feel an institutional duty to apologize to my fellow philosophers for such disregard and impoliteness
6125,,being a chemist (positively marked by the competent Atkins books)
6126,,the collocations that derive from literalist approaches to the sacred books
6127,,the equivocal ways of a “god-filler”
6128,,"Religious fundamentalism, like scientific fundamentalism, forms the basis of this (pseudo)incompatibility."
6129,,The placement of non-belief in a God is a possibility for any human being.
6130,,"Throughout the history of thought and fortunately more transparently in the secular environment in which we live, atheism results precisely from free thought."
6131,,Dialogue with non-belief is fundamental for believers
6132,,allows a critical confrontation of your way
6133,,allows a critical confrontation of your path and increases the strengthening of the reasons for your faith
6134,,expands the strength of the reasons for your faith
6135,,belief and non-belief are two views from different angles on the same mystery
6136,,dialogue is (as in so many challenges in life) the best way
6137,,Aware that the complexity involved in this problem
6138,,Science develops precisely in the tension between the attempt to “separate to simplify” and the complexity of the real
6139,,this fundamentalist position of simplification (which excludes other perspectives without ‘scientific glasses’) is precisely dangerous... and kills the dialogue
6140,,"The simplisms of science, like those of religion, paradoxically block the bridges of dialogue"
6141,,relinquish the inherent complexity
6142,,The God You Don't Believe In Peter Atkins Is Unbelievable
6143,,I venture some counterpoints in abbreviated format
6144,,Good thing he's not a believer in that god
6145,,I enthusiastically accompany you in this 'atheism'
6146,,It has been a brave few centuries since the Marquis of Pombal called Praça do Comércio to Terreiro do Paço
6147,,we respond with the effective weapon of civil disobedience
6148,,accepted the “new” name
6149,,Campo das Cebolas will continue to be Campo das Cebolas
6150,,Place names are not just the whim of a few
6151,,"are a collective construction, based on history, that cannot be changed by decree"
6152,,insist
6153,,"An old habit, as it proves"
6154,,"This going around changing the names of old places in an old town has as much to do with it as starting to call José, who was João for a lifetime."
6155,,"Under the UN Convention on the Law of the Sea, ships and other vessels may transit through territorial waters under conditions of innocent passage."
6156,,as long as they do not pose a threat
6157,,"Moscow accuses Ukrainians of militarizing the Sea of ​​Azov, sending patrol ships and wanting to build a naval base"
6158,,Kiev considers having the right to ship ships and cargo through Kerch
6159,,taking into account the very limited naval capacity
6160,,"given the very limited naval capacity, there is no way to face Russia"
6161,,the very limited naval capacity
6162,,this asymmetry
6163,,it is of interest to highlight the Russian aggression internationally
6164,,suggests recognizing the legitimacy of the occupation of Crimea and the presence of Russian troops in the Donbass region
6165,,Ukraine – and most of the world – does not recognize the occupation of Crimea
6166,,Ukraine wants to highlight its maritime claims and Russia's belligerence
6167,,perhaps did not expect to reach the humiliation of seeing the ships seized and crew captured
6168,,Declaring martial law to intensify the spotlight on Russia's actions also has an internal impact.
6169,,It is possible that Poroshenko will use this incident to gain political support.
6170,,"It is possible that Poroshenko uses this incident to gain political support, stoking nationalist sentiment."
6171,,Recent polls show it has less than 10% popularity
6172,,Declaring a state of siege could be a good reason to delay and manipulate the 2019 presidential elections
6173,,insists on the right to cross the Sea of ​​Azov without any blockade
6174,,It remains for us to know that Iphigenia is now Ukraine and if Putin is really Agamemnon
6175,,Became more critical after Kiev lost Crimea
6176,,Berdyansk and Mariupol began to receive part of the traffic going to ports on the peninsula
6177,,"On the 25th of November, three Ukrainian ships that were going to cross the Kerch Strait were attacked and seized – two torpedo boats and a tugboat."
6178,,Six of the 24 crew members detained were injured.
6179,,"Poroshenko, the Ukrainian President, called on Parliament to declare martial law and prepare for conflict"
6180,,The 20th century built a building complex that far surpassed the legacy left by previous centuries.
6181,,Cities grew and the territory was substantially urbanized with infrastructures that redesigned the urban and rural landscape.
6182,,new programs were built for the public and private buildings of modern society
6183,,"this huge building complex is currently undergoing a rapid process of transformation, from restoration to demolition, through rehabilitation or reuse."
6184,,often for a temporary use
6185,,These works do not easily acquire heritage status.
6186,,constitute an important legacy of culture and modern society that is important to value
6187,,"constitute an important legacy of culture and modern society that are important to value, in the permanent construction of more diverse and more inclusive cities"
6188,,a new infrastructure network system was built that expanded communication and supply routes
6189,,"in the case of intervention in current works, a different problem arises."
6190,,"The exponential increase in interventions in recent years forces the market to resort to generalist architects, without specific specialization."
6191,,any professional to be faced with this type of order
6192,,"the basic training of the architect in architecture schools, and not at the postgraduate level, must integrate the rehabilitation of modern buildings, in an interdisciplinary perspective"
6193,,"the State must integrate into its project, project evaluation and public works maintenance teams, technicians who have knowledge and experience of the innovative and inclusive criteria and methodologies that are inherent to this type of works, in order to guarantee the its correct reuse"
6194,,institutions linked to heritage are progressively beginning to be concerned with this legacy and its meaning in the context of heritage policies
6195,,a paradigm shift
6196,,"intervention in modern buildings and infrastructures, built between 1925 and 1965, is a recent issue for architecture"
6197,,"widely discussed since 1988, mainly in the conferences and publications of DOCOMOMO - Documentation and Conservation of the Modern Movement"
6198,,widely discussed since 1988
6199,,"Does not view cultural normativity, education, social conventions, family and morals as oppressive forces that violate individual rights"
6200,,this argument that simultaneously allows a conservative to assert himself for freedom
6201,,not be a pure liberal
6202,,it can't be just that
6203,,conservatism is not a windswept convenience store
6204,,Nor the broom car of change
6205,,"Much less the caricature of someone who, by giving up, ends up being dragged down a path he did not choose."
6206,,conservatism must outline a programmatic doctrine
6207,,in a society that has opened the door to indeterminacy
6208,,in a society that has opened the doors to indeterminacy and where the exercise of finding a common ground from which to think about the world is no longer just a useful task
6209,,the exercise of finding a common ground from which to think about the world is no longer just a useful task
6210,,Is it urgent
6211,,there being no conservative roof that shelters these people
6212,,they are left with the hat of nationalism and proto-fascism
6213,,they are our enemies
6214,,"it was the relativist agenda of the left, enlisted in the yupism of some right – and its karaoke poets – that gave birth to them."
6215,,"The challenge is, after all, to assume conservatism not only as a disposition"
6216,,as an option
6217,,Which is quite different from being centrist or equidistant
6218,,is quite different from being centrist or equidistant
6219,,These values ​​are not good because they are old
6220,,They are old because they are good
6221,,got attached to reality
6222,,many changes
6223,,many changes and evolution
6224,,evolution
6225,,They are precisely what make us conservative.
6226,,behind them is our civilization
6227,,through them is the alternative to extremism
6228,,"He understands that the well-directed evolution he seeks will not happen without political, civil and economic freedoms"
6229,,"does not use them as an act of disaccountability, which rips apart the commitment to the legacy it received"
6230,,Life in society is the result of many individual and collective choices made by many people.
6231,,"Each of us carries a system of preferences, the result of our personality and life path, which shape every decision made in our lives."
6232,,"Putting a price on the good things in life, underlines Sandel, ends up corrupting them"
6233,,"Markets do not just affect the transaction of goods, they also express and promote attitudes towards the goods that are exchanged."
6234,,Paying children to read books can lead them to read more
6235,,it also teaches them to view reading as a chore rather than a source of intrinsic satisfaction.
6236,,this seems to suffice for the prevailing thought among economists
6237,,One of these examples is particularly relevant to us here and now.
6238,,the desire to provide greater protection to the lessee has sometimes led to the creation of poor quality and inaccessible rental markets
6239,,Portugal has the largest relative area of ​​eucalyptus plantations in the world
6240,,is contradictory to the idea that there is a “persecution of eucalyptus”
6241,,Worse than having burned is the growing tendency of eucalyptus plantations to be involved in the total burned area and in forest stands
6242,,"If in 1996, the year of approval of the Forest Law, the burned area in eucalyptus represented 3% of the total burned area and 13% of the burned area in forest stands, in 2017 the values ​​were 24% and 39%"
6243,,"In 2015, the values ​​reached 17% and 45% and in 2016, 24% and 50%, respectively."
6244,,"In rural fires (and in the proliferation of pests and diseases), are eucalyptus plantations the only problem facing the country? Obviously not"
6245,,Are eucalyptus plantations the only problem facing the country? Obviously not
6246,,are at the base of an unstoppable spread of risk across the territory
6247,,"are at the base of an unstoppable spread of risk across the territory, along with other invasive Australian species"
6248,,"are at the base of an unstoppable spread of risk across the territory, along with other invasive species that are also Australian, especially in view of the advance of climate change"
6249,,particularly in view of the advance of climate change
6250,,The forestry-industrial sector is now worth a tenth of the weight in GDP of the tourism sector
6251,,Not all tourism is city or beach
6252,,Presented as an award for long contributory careers
6253,,The 2019 SO proposal brings with it a new early retirement regime due to age flexibility that completely changes the condition of access
6254,,"starting to require, in order to eliminate double taxation, that at the age of 60, workers already have at least 40 years of contributory career"
6255,,The proposal provides for its phased introduction
6256,,being applicable from January 2019 to workers aged 63 or over
6257,,"from October, for all pensioners aged 60 or over, provided that the condition of access"
6258,,the OE prevents access to the regime to all those who at age 60 do not meet the access requirement
6259,,"the OE prevents access to the regime to all those who at age 60 do not meet the access requirement, even if they complete it days or months later and even have very long careers"
6260,,will fill it out days or months later
6261,,even have very long careers
6262,,"This new access condition creates, imagine, an incentive to abandon the school and training path to anticipate entry into the labor market"
6263,,"the proposal to create a new early retirement regime by flexibilizing the age contained in the State Budget for 2019 translates, in practice, and surprisingly, the end of early retirement by age for the overwhelming majority of Portuguese workers, if we except for the long-term unemployment early pension scheme and residual special early retirement schemes linked to the exercise of activity in certain professions"
6264,,"With the current regime, workers can retire early"
6265,,with high penalty
6266,,will receive the pension for more years
6267,,"With the new regime, workers will have to retire substantially later, contribute for more years"
6268,,therefore enjoy less of your pension
6269,,"will, in return, receive a higher monthly pension"
6270,,The aggravation is slightly less for retirement ages closer to the normal age
6271,,always detrimental to the sustainability of the system
6272,,The measure aimed at improving the sustainability of the system exacerbates its already high annual deficit
6273,,It is important to standardize the delivery of processes
6274,,It is important to standardize the delivery of processes and streamline administrative procedures with the creation of a single system common to all municipalities
6275,,streamline administrative procedures with the creation of a single system common to all municipalities
6276,,the Single Building Code is no longer a chimera and becomes a commitment and an objective scheduled by the State
6277,,The speedy resolution of these context costs that spring from the bureaucratic/administrative machine is fundamental
6278,,the imminent approach of a new technological paradigm in Architecture and Construction
6279,,imminent approach of a new technological paradigm in Architecture and Construction
6280,,confirming its continued relevance
6281,,the same has been called into question
6282,,ongoing liberalization and deregulation initiatives
6283,,"the abolition imposed by the EU of the fee schedule, which gradually - based on the fallacy of consumer interest - tread a path of degradation of the service provided"
6284,,a devaluation of specialized technical and scientific training
6285,,Using as an alibi the focus on the result
6286,,"Using the focus on results as an alibi, similar to what exists in several European countries, there are even entities (AdC/OECD) defending that the profession of architect should no longer be reserved for those who have a degree in Architecture"
6287,,We are thus witnessing an attack on the value of work and intellectual property in favor of increasing the margins of the financial and speculative sector
6288,,an attack on the value of labor and intellectual property for the benefit of increasing the margins of the financial and speculative sector
6289,,Adaptation to change will be inevitable
6290,,We have to be able to act both locally and globally
6291,,be able to act both locally and globally
6292,,"Reflections of the political, social, technological, cultural and economic forces that daily shape our collective destiny"
6293,,We have to understand the dynamics and flows that envision the evolution of the architectural profession.
6294,,understand the dynamics and flows that envision the evolution of the practice of the architect profession
6295,,We have to be able to introduce new elements and new methodologies
6296,,be able to introduce new elements and new methodologies
6297,,"We have to value cooperation and sharing, in creating a path"
6298,,"value cooperation and sharing, in creating a path"
6299,,three questions emerge as central to the definition of the present and future of the architectural profession
6300,,"we dedicate discussions, meetings, conferences and congresses to them during the last decades"
6301,,"as if the financial investment were not very powerful, etc., etc., etc."
6302,,"this is boiled down to the mere mismatch between supply, which is low, and demand, which is high."
6303,,"one thing is certain: the recent transformation of this issue into one of the hottest political issues at national and international level is due to the claim force of these middle classes whose expectations, first at work and now in urban life, are being defrauded."
6304,,the recent transformation of this issue into one of the hottest political topics at national and international level
6305,,"claiming force of these middle classes whose expectations, first at work and now in urban life, are being defrauded"
6306,,The inevitability of the global financialization of real estate investment in cities is contrasted with the inevitability of the growth of urban militancy among these middle classes.
6307,,"the offer, which is small"
6308,,"the demand, which is a lot"
6309,,"The question is settled: to the justification narrative of the legitimacy of the process, anchored in the past, there is added the solution destined for the future – to build more, maintaining a minimum framework of regulation of real estate and tourism"
6310,,"To the justification narrative of the legitimacy of the process, anchored in the past, there is added the solution destined for the future – to build more, maintaining a minimum framework of regulation of real estate and tourism"
6311,,"Lisbon began a trajectory of demographic loss in the 1960s, especially in the historic centers"
6312,,would be extended to other more recent areas
6313,,This trend was interrupted at the end of the 1970s with the arrival of the “returnees”
6314,,the loss would worsen in the 1980s and 1990s
6315,,The “decay” of urban centers in the second half of the 20th century affected many cities and was not a specificity of Lisbon
6316,,The theme “Lisbon” suffers from this problem in amplified mode
6317,,"Films like Taxi Driver show the “alternative” side of Manhattan in the 1970s and early 1980s, at the time only appreciated by a very small cultural elite."
6318,,"This “decay” therefore corresponds to a phase of the city that reflects a first moment of modernization of societies, coinciding, among other things, with the generalization of access to decent housing."
6319,,in addition to directly or indirectly touching many people
6320,,"the theme is an ideological battleground par excellence, from left to right"
6321,,"for many of the families that took a city-periphery route, the motto was a trade-off between the pros and cons of this option, framed by a general atmosphere of idealization of the new city and the property."
6322,,it is also a mistake to demonize housing ownership
6323,,"it is also a mistake to demonize housing ownership, usually carried out on the left"
6324,,Nor is it an instrumentalization of the masses by the financial and political mainstream.
6325,,"is not an instrumentalization of the masses, who are not stupid, by the financial and political mainstream"
6326,,are not stupid
6327,,"in today's cities there is a vicious circle that widens the social universe of inequalities, contributing, in particular, to the disempowerment of the middle classes"
6328,,reducing the freedom of choice of these segments
6329,,"referring them to the lease, which, in turn, concentrates the greatest weaknesses"
6330,,"The greater vulnerability of the tenants corresponds, however, to the worsening of a reality that already came from behind"
6331,,much more evident at the present time due to the circumstances
6332,,"the generalized appreciation of historic centers and rehabilitation results from another phase of modernity already marked by a group of “acquired”, which, in Portugal, only gains some consistency at the turn of the millennium"
6333,,"generally initiated by a new middle class, a “product” of the increase in schooling, which chooses city centers for economic reasons (house prices) and, not least, for cultural reasons."
6334,,"a new middle class, a “product” of the increase in schooling, which chooses the centers of the cities"
6335,,here is an especially sensitive example : the thesis that the city has been losing population since the 1960s and that the ongoing transformations have only contributed to the rehabilitation of a city in decay
6336,,here is an especially sensitive example
6337,,economic reasons (price of houses)
6338,,cultural reasons
6339,,more cosmopolitan and urban lifestyles
6340,,equity appreciation
6341,,"local identities, in smaller-than-average households – single individuals, childless couples (straight and homosexual), cohabitation and some families with children"
6342,,The delay in Portuguese modernization had several consequences
6343,,delay of portuguese modernization
6344,,the postponement of the discovery of historic centers
6345,,postponement of the discovery of historic centers
6346,,the valuation of rehabilitation on both the supply and demand sides
6347,,valorisation of rehabilitation on both the supply and demand sides
6348,,"this process appears in the first decade of the 21st century, but on a reduced and apparently non-existent scale"
6349,,Political recognition of the importance of rehabilitation is already consensual in this period
6350,,"Political recognition of the importance of rehabilitation is already consensual in this period, although without major practical effects."
6351,,without great practical effects
6352,,the dampening of the national real estate sector predates the crisis and dates from 2002
6353,,"Private housing promotion declined from that date onwards, diluting the relevance of rehabilitation which, very timidly, began to grow at the start of the millennium."
6354,,two indicators almost always ignored
6355,,fundamental
6356,,the rate of change of households between 2001 and 2011
6357,,and the comparison between the population variation in the period under analysis (2001-2011) and the same in the previous decade (1991-2001)
6358,,the comparison between the population variation in the period under analysis (2001-2011) and the same in the previous decade (1991-2001)
6359,,the thesis that the city had been losing population since the 1960s
6360,,the ongoing transformations did nothing more than contribute to the rehabilitation of a city in decay
6361,,"Santa Maria Maior, the “epicenter” of the current changes, is, in the historic center, the one with the greatest evidence of recovery in the past decade."
6362,,"of its 12 former parishes, three had simultaneous increases in population and families"
6363,,another three of one of these indicators
6364,,"It is true that if we look at the absolute values ​​of these dynamics, we are talking about reduced numbers"
6365,,here a swallow makes spring
6366,,"They will tell me: other, more powerful inevitabilities have overlapped and things have changed. Yea"
6367,,it is unrealistic to think that the evolution of Lisbon could have happened as if... as if the world did not exist and time passed without circumstances changing
6368,,as if there hadn't been a crisis
6369,,as if mass tourism had not increased
6370,,The impression that policy makers overestimate the effect on revenue is reinforced
6371,,we are faced every year with dozens and dozens of more minute changes to the tax rules
6372,,"At most, they limit themselves to little more than following a “simple rule of three”: if last year the tax on the amount traded for a certain good yielded x euros and if you intend to increase the rate by 10%, then the revenue will increase 10%. Nothing else wrong with this simplistic reasoning"
6373,,Nothing else wrong with this simplistic reasoning
6374,,"Common sense experience has taught all adults that, except in extreme situations of absolute rigidity of behavior, the increase in a tax leads to an increase in the price paid by consumers, to a decrease in the price received by suppliers."
6375,,"Common sense experience has taught all adults that, except in extreme situations of absolute rigidity of behavior, the increase in a tax leads to an increase in the price paid by consumers, to a decrease in the price received by suppliers and, therefore, to an inevitable contraction in the quantity traded for that good"
6376,,"except extreme situations of absolute rigidity of behavior, the increase of a tax"
6377,,increase in the price paid by consumers
6378,,a decrease in the price received by suppliers
6379,,to an inevitable contraction in the quantity traded for that good
6380,,an inevitable contraction in the quantity traded for that good
6381,,the gain for the State just by miracle will be 10%
6382,,making a serious budget impact assessment is neither easy nor immediate
6383,,Requires a team of economists with solid training in public microeconomics
6384,,"It requires a team of economists with solid training in public microeconomics, statistical familiarity with micro-data and econometric estimation methods, theoretical and practical knowledge of the markets directly impacted and even training in accessing fiscal and statistical databases where to find raw material for Make accounts"
6385,,Statistical familiarity with microdata and econometric estimation methods
6386,,theoretical and practical knowledge of the markets directly impacted
6387,,training in accessing tax and statistical databases where to find raw material to do the math
6388,,the goodwill of the institutions that produce and store this data in order to access information that is not in the public domain
6389,,this was made and scrutinized publicly
6390,,many proposals for tax amendments would fall by the wayside
6391,,The reader less familiar with these matters may think that I have just described an extraterrestrial
6392,,there are many good technicians in OECD countries and beyond with these skills
6393,,"Around here, except for one or two people that I highly value professionally, there is no"
6394,,"For more than five years, I conducted several recruitment operations for the Public Finance Council (CFP), in which the profile of a public revenue economist was included."
6395,,Dozens of candidates responded; none came reasonably close to the requested qualifications
6396,,Schools of economics removed much of public microeconomics from bachelors and masters
6397,,"Economics schools removed much of public microeconomics from undergraduate and master's degrees, if not all of it."
6398,,"Economics schools, pressured by the “Bologna phenomenon” and the lack of employability in this area, removed much of public microeconomics from undergraduate and master’s degrees, not to say all of it."
6399,,pressured by the “Bologna phenomenon”
6400,,“Bologna phenomenon”
6401,,there is also no offer
6402,,there is no offer
6403,,Market failure can be overcome
6404,,"is assumed, internalized, by a consortium of qualified employers and trainers"
6405,,"the Ministry of Finance, the municipalities of Lisbon and Porto, the Court of Auditors, the Public Finance Council and the Technical Budget Support Unit (UTAO) agreed with two schools of economics, in different cities of the country, to carry out a training program at the level of the second cycle in this area"
6406,,"For a few years, the group of employers would commit to recruiting the best students, based on the criteria of excellence and the actual needs of each institution."
6407,,"At the end of that period, the country became aware that these technicians would make a difference and other institutions, namely at the local and inter-municipal level, would be in the market."
6408,,reputation established
6409,,could even disappear the job guarantee for the best
6410,,the measure is insufficient
6411,,"the measure is insufficient in view of the great challenge facing the public pension system, which is to adequately guarantee protection in old age"
6412,,"does not solve, in isolation, the difficulties of the public system and the critical state of lack of savings for retirement"
6413,,"the Public Capitalization Scheme, which is one of the three schemes that make up the Complementary System, presents a very poor performance"
